original,first,second,correction
ස්ථානවල ද,ස්ථානවල,ද,ස්ථානවල ද
ස්ථූපයක් ද,ස්ථූපයක්,ද,ස්ථූපයක් ද
ස්මාරකයක් ද,ස්මාරකයක්,ද,ස්මාරකයක් ද
ස්වල්පයක් ද,ස්වල්පයක්,ද,ස්වල්පයක් ද
ස්වාමියාගේ ද,ස්වාමියාගේ,ද,ස්වාමියාගේ ද
ස්වාමීපුරුෂයන් ද,ස්වාමීපුරුෂයන්,ද,ස්වාමීපුරුෂයන් ද
සාකච්ඡාවලින් ද,සාකච්ඡාවලින්,ද,සාකච්ඡාවලින් ද
සාර්ථක ද,සාර්ථක,ද,සාර්ථක ද
සාර්ලිස් ද,සාර්ලිස්,ද,සාර්ලිස් ද
සාවද්‍ය ද,සාවද්‍ය,ද,සාවද්‍ය ද
සාහිත්‍යයක් ද,සාහිත්‍යයක්,ද,සාහිත්‍යයක් ද
සාහිත්‍යයෙන් ද,සාහිත්‍යයෙන්,ද,සාහිත්‍යයෙන් ද
සැකයක් ද,සැකයක්,ද,සැකයක් ද
සැපයීම ද,සැපයීම,ද,සැපයීම ද
සැසඳීමට ද,සැසඳීමට,ද,සැසඳීමට ද
සිංහල ද,සිංහල,ද,සිංහල ද
සිකුරාදා ද,සිකුරාදා,ද,සිකුරාදා ද
සිගරට් ද,සිගරට්,ද,සිගරට් ද
සිටිත් ද,සිටිත්,ද,සිටිත් ද
සිටින්නා ද,සිටින්නා,ද,සිටින්නා ද
සිටින්නේ ද,සිටින්නේ,ද,සිටින්නේ ද
සිටිමු ද,සිටිමු,ද,සිටිමු ද
සිටිය ද,සිටිය,ද,සිටියද
සිටියා ද,සිටියා,ද,සිටියා ද
සිටියෙම් ද,සිටියෙම්,ද,සිටියෙම් ද
සිටියේ ද,සිටියේ,ද,සිටියේ ද
සිත ද,සිත,ද,සිත ද
සිතන්නෝ ද,සිතන්නෝ,ද,සිතන්නෝ ද
සිත් ද,සිත්,ද,සිත් ද
සිතුවම් ද,සිතුවම්,ද,සිතුවම් ද
සිතුවිලි ද,සිතුවිලි,ද,සිතුවිලි ද
සිද්ධවෙයි ද,සිද්ධවෙයි,ද,සිද්ධ වෙයි ද
සිදුවන්නේ ද,සිදුවන්නේ,ද,සිදු වන්නේ ද
සිදුවීමකට ද,සිදුවීමකට,ද,සිදුවීමකට ද
සිදුවූයේ ද,සිදුවූයේ,ද,සිදු වූයේ ද
සියුමැලි ද,සියුමැලි,ද,සියුමැලි ද
සිරකරුවාට ද,සිරකරුවාට,ද,සිරකරුවාට ද
සිරිත ද,සිරිත,ද,සිරිත ද
සිරිනාල් ද,සිරිනාල්,ද,සිරිනාල් ද
සිරිල් ද,සිරිල්,ද,සිරිල් ද
සිහිනයක් ද,සිහිනයක්,ද,සිහිනයක් ද
සිහියක් ද,සිහියක්,ද,සිහියක් ද
සිහිවේවි ද,සිහිවේවි,ද,සිහි වේවි ද
සුරක්ෂිතතාවය ද,සුරක්ෂිතතාවය,ද,සුරක්ෂිතතාවය ද
සුවඳ ද,සුවඳ,ද,සුවඳ ද
සුවය ද,සුවය,ද,සුවය ද
සූත්‍රය ද,සූත්‍රය,ද,සුත්‍රය ද
සූත්‍රයක ද,සූත්‍රයක,ද,සුත්‍රයක ද
සූත්‍රයෙහි ද,සූත්‍රයෙහි,ද,සුත්‍රයෙහි ද
සූදානම ද,සූදානම,ද,සූදානම ද
සෙට් ද,සෙට්,ද,සෙට් ද
සෙස්ස ද,සෙස්ස,ද,සෙස්ස ද
සේක් ද,සේක්,ද,සේක් ද
සේවය ද,සේවය,ද,සේවය ද
සොබාදම ද,සොබාදම,ද,සොබාදම ද
සොයාගෙන ද,සොයාගෙන,ද,සොයාගෙන ද
සෞඛ්‍යය ද,සෞඛ්‍යය,ද,සෞඛ්‍යය ද
සෞභාග්‍යයට ද,සෞභාග්‍යයට,ද,සෞභාග්‍යයට ද
හටගත්තේ ද,හටගත්තේ,ද,හටගත්තේ ද
හතරක් ද,හතරක්,ද,හතරක් ද
හදමු ද,හදමු,ද,හදමු ද
හඳගම ද,හඳගම,ද,හඳගම ද
හඳුන්වන්නේ ද,හඳුන්වන්නේ,ද,හඳුන්වන්නේ ද
හම්බවෙයි ද,හම්බවෙයි,ද,හම්බ වෙයි ද
හමුදා ද,හමුදා,ද,හමුදා ද
හරහා ද,හරහා,ද,හරහා ද
හර්ෂ ද,හර්ෂ,ද,හර්ෂ ද
හරි ද,හරි,ද,හරි ද
හානිය ද,හානිය,ද,හානිය ද
හානිවීමට ද,හානිවීමට,ද,හානි වීමට ද
හාමුදුරුවන් ද,හාමුදුරුවන්,ද,හාමුදුරුවන් ද
හාස්‍යයට ද,හාස්‍යයට,ද,හාස්‍යයට ද
හැක්කේ ද,හැක්කේ,ද,හැක්කේ ද
හැකි ද,හැකි,ද,හැකි ද
හැකියාව ද,හැකියාව,ද,හැකියාව ද
හැඟුම ද,හැඟුම,ද,හැඟුම ද
හැඳින්නා ද,හැඳින්නා,ද,හැඳින්නා ද
හැඳින්වීම ද,හැඳින්වීම,ද,හැඳින්වීම ද
හැඳින්වුව ද,හැඳින්වුව,ද,හැඳින්වුවද
හැසිරීම ද,හැසිරීම,ද,හැසිරීම ද
හැසිරෙන්නට ද,හැසිරෙන්නට,ද,හැසිරෙන්නට ද
හිටී ද,හිටී,ද,හිටී ද
හිතනවා ද,හිතනවා,ද,හිතනවා ද
හිතවත්කම් ද,හිතවත්කම්,ද,හිතවත්කම් ද
හින්ද ද,හින්ද,ද,හින්ද ද
හිමියන් ද,හිමියන්,ද,හිමියන් ද
හිමියන්ට ද,හිමියන්ට,ද,හිමියන්ට ද
හිමියෝ ද,හිමියෝ,ද,හිමියෝ ද
හිමිවන්නේ ද,හිමිවන්නේ,ද,හිමි වන්නේ ද
හිරිය ද,හිරිය,ද,හිරිය ද
හිස්කබල ද,හිස්කබල,ද,හිස්කබල ද
හුන්නේ ද,හුන්නේ,ද,හුන්නේ ද
හෙයින් ද,හෙයින්,ද,හෙයින් ද
හෙලුව ද,හෙලුව,ද,හෙළුව ද
හේගල් ද,හේගල්,ද,හේගල් ද
හොඳ ද,හොඳ,ද,හොඳ ද
ෆෝ ද,ෆෝ,ද,ෆෝ ද
