original,correction
ශේෂයන්ද,ශේෂයන් ද
ශෛලයක්ද,ශෛලයක් ද
ශෝකයද,ශෝකය ද
ෂුවර්ද,ෂුවර් ද
ෂේප්ද,ෂේප් ද
ෂෝක්ද,ෂෝක් ද
සංකල්පයද,සංකල්පය ද
සංඛ්‍යාවේද,සංඛ්‍යාවේ ද
සංගම්ද,සංගම් ද
සංග්‍රහයක්ද,සංග්‍රහයක් ද
සංගීතයද,සංගීතය ද
සංඝයාටද,සංඝයාට ද
සංචාරකයන්ගේද,සංචාරකයන්ගේ ද
සංදර්ශනයක්ද,සන්දර්ශනයක් ද
සංයමයද,සංයමය ද
සංවර්ධනයටද,සංවර්ධනයට ද
සංවාද,සංවාද
සංවිධායකවරුද,සංවිධායකවරු ද
සංවේදීද,සංවේදී ද
සංවේදීයිද,සංවේදී ද
සංස්කෘතියක්ද,සංස්කෘතියක් ද
සඟරාවද,සඟරාව ද
සටහන්ද,සටහන් ද
සත්තුස්සද,සත්තුස්සද
සත්වයාද,සත්ත්වයා ද
සත්‍යයද,සත්‍යය ද
සත්‍යයමද,සත්‍යය ම ද
සතුටද,සතුට ද
සතුටින්ද,සතුටින් ද
සතුටුද,සතුටු ද
සතුන්ටද,සතුන්ට ද
සතුන්ද,සතුන් ද
සතුරන්ටද,සතුරන්ට ද
සද,සඳ
සදහාද,සඳහා ද
සද්ද,සද්ද
සදාචාරාත්මකද,සදාචාරාත්මක ද
සන්තුස්සද,සන්තුස්සද
සඳහාද,සඳහා ද
සභාපතිවරයාද,සභාපතිවරයා ද
සමගද,සමඟ ද
සමඟද,සමඟ ද
සමත්ද,සමත් ද
සමත්වීද,සමත් වී ද
සමතෙක්ද,සමතෙක් ද
සමනළකන්ද,සමනල කන්ද
සමන්තපාසාදිකාවද,සමන්ත පාසාදිකාව ද
සමපාද,සමපාද
සම්පන්නද,සම්පන්න ද
සම්බන්ද,සම්බන්ධ
සම්බන්ධයෙන්ද,සම්බන්ධයෙන් ද
සම්බන්ධවද,සම්බන්ධ ව ද
සම්භන්ද,සම්බන්ධ
සමාගමෙන්ද,සමාගමෙන් ද
සමාජයද,සමාජය ද
සමාජයමද,සමාජය ම ද
සමාජයේද,සමාජයේ ද
සමාධියද,සමාධිය ද
සමානද,සමාන ද
සමූහයකින්ද,සමූහයකින් ද
සමූහයටද,සමූහයට ද
සර්පයන්ද,සර්පයන් ද
සලසනවාද,සලසනවා ද
සලාද,සලාද
සවුතිද,සවුති ද
සස්නද,සස්න ද
සහගතද,සහගත ද
සහිතවද,සහිත ව ද
සහෘද,සහෘද
ස්තූතියද,ස්තුතිය ද
ස්ථානද,ස්ථාන ද
ස්ථානයටද,ස්ථානයට ද
ස්ථානයද,ස්ථානය ද
ස්ථානයේද,ස්ථානයේ ද
ස්ථානයේමද,ස්ථානයේ ම ද
ස්පන්ද,ස්පන්ද
ස්වභාවද,ස්වභාව ද
ස්වභාවයද,ස්වභාවය ද
සාක්කිද,සාක්කි ද
සාද,සාද
සාධකද,සාධක ද
සාධාරණද,සාධාරණ ද
සාධුනාද,සාධු නාද
සාමාජිකයෙක්ද,සාමාජිකයෙක් ද
සාරද,සාරද
සාර්ථකත්වයක්ද,සාර්ථකත්වයක් ද
සාර්ථකද,සාර්ථක ද
සාහිත්‍යයක්ද,සාහිත්‍යයක් ද
සාහිත්‍යයෙන්ද,සාහිත්‍යයෙන් ද
සැකයක්ද,සැකයක් ද
සැපද,සැප ද
සැපයීමද,සැපයීම ද
සැරයටද,සැරයට ද
සැරසිල්ලක්ද,සැරසිල්ලක් ද
සැරසීමටද,සැරසීමට ද
සැලසුවේද,සැලසුවේ ද
සැලැස්සුවද,සැලැස්සුවද
සැළකීමද,සැලකීම ද
සිංහලයෙක්ද,සිංහලයෙක් ද
සිංහලෙන්ද,සිංහලෙන් ද
සිකපද,සිකපද
සිකුරාද,සිකුරාදා
සිගාලෝවාද,සිගාලෝවාද
සිඟාලෝවාද,සිගාලෝවාද
සිටද,සිට ද
සිටිනවාද,සිටිනවා ද
සිටින්නේද,සිටින්නේ ද
සිටියද,සිටිය ද
සිටියදීද,සිටියදී ද
සිටියාද,සිටියා ද
සිටියේද,සිටියේ ද
සිතද,සිත ද
සිතනවද,සිතනවද
සිතනවාද,සිතනවා ද
සිතන්නද,සිතන්න ද
සිතන්නේද,සිතන්නේ ද
සිතියමක්ද,සිතියමක් ද
සිතුනද,සිතුණද
සිතුවද,සිතුවද
සිතුවාද,සිතුවා ද
සිතුවේද,සිතුවේ ද
සිතෙනවාද,සිතෙනවා ද
සිද්ද,සිද්ධ
සිදුවනවාද,සිදු වනවා ද
සිදුවීමටද,සිදු වීමට ද
සිදුවුවද,සිදු වුවද
සිදුවූයේද,සිදු වූයේ ද
සිදුවෙනවාද,සිදු වෙනවා ද
සිදුවෙයිද,සිදු වෙයි ද
සිදුවේද,සිදු වේ ද
සිනාවද,සිනාව ද
සිනාසෙනවාද,සිනාසෙනවා ද
සිරකරුවාද,සිරකරුවා ද
සිරස්තලයද,සිරස්තලය ද
සිරිපාද,සිරිපාද
සිවුරුවලද,සිවුරුවල ද
සිහනද,සිහනද
සිහිනයද,සිහිනය ද
සිහිමද,සිහි මඳ
සීතලටද,සීතලට ද
සීතලද,සීතල ද
සුගතියටද,සුගතියට ද
සුද්ද,සුද්ද
සුද්දෝද,සුද්දෝ ද
සුදුද,සුදු ද
සුනන්ද,සුනන්ද
සුන්දරද,සුන්දර ද
සුපිරිද,සුපිරි ද
සුභද්ද,සුභද්ද
සුරැකෙන්නේද,සුරැකෙන්නේ ද
සුවද,සුවඳ
සුවඳක්ද,සුවඳක් ද
සුවිසුද්ද,සුවිසුද්ධ
සුසුමද,සුසුම ද
සුහද,සුහද
සුළුවෙන්ද,සුළුවෙන් ද
සූත්‍රයද,සුත්‍රය ද
සූත්‍රයේද,සුත්‍රයේ ද
සෙතක්ද,සෙතක් ද
සෙනසුරාද,සෙනසුරාදා
සෙල්ලිපිද,සෙල්ලිපි ද
සේද,සේද
සේනාංකයක්ද,සේනාංකයක් ද
සේනාවද,සේනාව ද
සේවයක්ද,සේවයක් ද
සේවයද,සේවය ද
සේවිකාවකටද,සේවිකාවකට ද
සොයාගත්තද,සොයා ගත්තද
සෝමානන්ද,සෝමානන්ද
සෞඛ්‍යයද,සෞඛ්‍යය ද
හටගන්නවාද,හටගන්නවා ද
හතරද,හතර ද
හද,හද
හදමුද,හදමු ද
හද්ද,හද්ද
හන්ද,හන්ද
හම්බෙයිද,හම්බෙයිද
හමුවෙනවාද,හමුවෙනවා ද
හරහාද,හරහා ද
හර්ද,හෘද
හරිද,හරි ද
හරිනවද,හරිනවද
හරියනවද,හරියනවද
හරියයිද,හරි යයි ද
හසුරුවනවද,හසුරුවනවද
හැංගිලාද,හැංගිලා ද
හැක්කේද,හැක්කේ ද
හැකිද,හැකි ද
හැකියාවද,හැකියාව ද
හැකිවේද,හැකි වේ ද
හැකිවේවිද,හැකි වේවි ද
හැඟවෙන්නේද,හැඟවෙන්නේ ද
හැඟීමක්ද,හැඟීමක් ද
හැට්ටයක්ද,හැට්ටයක් ද
හැටිද,හැටි ද
හැටියටද,හැටියට ද
හැඩයද,හැඩය ද
හැදිලද,හැදිලද
හැදුවද,හැදුවද
හැදේවිද,හැදේවි ද
හැඳින්වුවද,හැඳින්වුවද
හැඳින්වූවද,හැඳින්වුවද
හැඳුනුම්පතද,හැඳුනුම්පත ද
හැරීමටද,හැරීමට ද
හැසිරවීමේකටයුතුද,හැසිරවීමේ කටයුතු ද
හැසිරීමද,හැසිරීම ද
හෑකිද,හැකි ද
හිඟද,හිඟ ද
හිටයද,හිටියද
හිටියද,හිටියද
හිටියාද,හිටියා ද
හිටීවිද,හිටීවි ද
හිතකරද,හිතකර ද
හිතද,හිත ද
හිතනවද,හිතනවද
හිතනවාද,හිතනවා ද
හිතලද,හිතලද
හිතවතුන්ද,හිතවතුන් ද
හිතාවිද,හිතාවි ද
හිතුනාද,හිතුණා ද
හිතුවද,හිතුවද
හිතුවාද,හිතුවා ද
හිතෙනවද,හිතෙනවද
හිතෙනවාද,හිතෙනවා ද
හිතෙයිද,හිතෙයි ද
හිද,හිඳ
හින්ද,හින්දා
හිමිකරුවෙක්ද,හිමිකරුවෙක් ද
හිමියන්ටද,හිමියන්ට ද
හිමියෝද,හිමියෝ ද
හුනස්ගිරිකන්ද,හුනස්ගිරිකන්ද
හෘද,හෘද
හෘර්ධයාබාද,හෘදයාබාධ
හෙටද,හෙට ද
හෙද,හෙද
හෙයින්ද,හෙයින් ද
හෙවනැල්ලද,හෙවණැල්ල ද
හේතුද,හේතු ද
හේතුවකින්ද,හේතුවකින් ද
හොද,හොඳ
හොදක්ද,හොඳක් ද
හොදද,හොඳ ද
හොදයිද,හොඳයි ද
හොඳද,හොඳ ද
හොඳයිද,හොඳයි ද
හොයනවද,හොයනවද
හොයන්නද,හොයන්න ද
ළමයෙකුද,ළමයෙකු ද
